GRAPH,NODE DISTANCE,STARTING NODE,ENDING NODE,INTENSITY
Svb Financial Group,3,Qualcomm Inc/De,Fih Mobile Ltd,0.012803344
Svb Financial Group,3,Document Security Systems Inc,Inventergy Global Inc,0.001671086
Svb Financial Group,3,Galectin Therapeutics Inc,Glaxosmithkline Plc,0.362956088
Svb Financial Group,3,Hms Holdings Corp,Performant Financial Corp,5.61E-05
Svb Financial Group,3,Eiger Biopharmaceuticals Inc,Kura Oncology,0.112673582
Svb Financial Group,3,Ubs Group Ag,Stable Road Acquisition Corp,0.000654716
Svb Financial Group,3,Scynexis Inc,Vectren Corp,0.007731889
Svb Financial Group,3,Riot Blockchain Inc,Cez As,0.030023425
Svb Financial Group,3,Hologic Inc,Senorx Inc,0.000377241
Svb Financial Group,3,Pubmatic Inc,Sizmek Inc,9.35E-06
Svb Financial Group,3,Comcast Corp A,Dreamworks Animation Llc,0.301365977
Svb Financial Group,3,Petroquest Energy,Bgc Partners Inc,0.001309433
Svb Financial Group,3,Hanesbrands Inc,Wolverine World Wide,0.006646931
Svb Financial Group,3,Abraxas Petroleum Corp,Gmx Resources Inc,1.25E-05
Svb Financial Group,3,Sabre Corp,Pinnacle Airlines Corp,8.73E-05
Svb Financial Group,3,Minerva Neurosciences Inc,Karuna Therapeutics Inc,0.000715512
Svb Financial Group,3,Cnx Midstream Partners Lp,Cnx Resources Corp,0.148464747
Svb Financial Group,3,Maiden Holdings Ltd,Mortgageit Holdings Inc,0.010148105
Svb Financial Group,3,Nasdaq Inc,Criteo Ltd,0.002469216
Svb Financial Group,3,Abbvie Inc,Biogen Inc,0.0025721
Svb Financial Group,3,Alnylam Pharmaceuticals Inc,Eidos Therapeutics Inc,0.007033525
Svb Financial Group,3,Apple Inc,Boston Properties,0.291666821
Svb Financial Group,3,Capricor Therapeutics Inc,Hope Bancorp Inc,0.002927518
Svb Financial Group,3,Lilis Energy Inc,Ccur Holdings Inc,0.002603277
Svb Financial Group,3,Spire Inc,Spire Corp,0.004399071
Svb Financial Group,3,Nike Inc,Thyssenkrupp Ag,0.000729541
Svb Financial Group,3,Brookdale Senior Living Inc,Ventas Inc,0.235822626
Svb Financial Group,3,Chemocentryx Inc,Advantage Oil And Gas Ltd,0.073226916
Svb Financial Group,3,Annexon Inc,Ophthotech Corp,0.016162143
Svb Financial Group,3,Toyota Motor Corp,Volkswagen Ag,0.007613417
Svb Financial Group,3,Sealed Air Limited,Equity Bancshares Inc,0.007312559
Svb Financial Group,3,Allena Pharmaceuticals Inc,Selecta Biosciences Inc,0.020244768
Svb Financial Group,3,Walter Investment Management Corp,Walter Energy Inc,4.36E-05
Svb Financial Group,3,Gilead Sciences Inc,Leggett And Platt Inc,0.061987617
Svb Financial Group,3,Contura Energy Inc,Cloud Peak Energy Inc,6.24E-06
Svb Financial Group,3,Conocophillips Co,Cenovus Energy Inc,0.017194101
Svb Financial Group,3,Orbital Atk Inc,Spirit Aerosystems Holdings,0.018575241
Svb Financial Group,3,Mcewen Mining Inc,Antofagasta Plc Ord,0.000196415
Svb Financial Group,3,Mid America Apartment Communities Inc,Colonial Properties Trust,0.006501958
Svb Financial Group,3,Best Buy Co Inc,Lovesac Co,0.000227592
Svb Financial Group,3,Energy Fuels Inc,Vista Gold Corp,0.001402964
Svb Financial Group,3,Amarin Corp Plc,Acasti Pharma,0.001870618
Svb Financial Group,3,Bridgebio Pharma Llc,Spruce Biosciences Inc,7.48E-05
Svb Financial Group,3,Entasis Therapeutics Holdings Inc,Imi Plc Ord,0.004626663
Svb Financial Group,3,Arrow Electronics Inc,Allied Capital Corp,0.027393648
Svb Financial Group,3,Mosaic Company,Dynegy Inc,0.004813725
Svb Financial Group,3,Gemphire Therapeutics Inc,First Trust New Opportunities M,1.763525495
Svb Financial Group,3,Koppers Holdings Inc,Alleghany Corp,0.000218239
Svb Financial Group,3,Avangrid Inc,Uil Holdings Corp,0.000266563
Svb Financial Group,3,Advanced Micro Devices Inc,Aib Group Plc,0.082204325
Svb Financial Group,3,Orbital Atk Inc,Raytheon Co/,0.193197468
Svb Financial Group,3,Alnylam Pharmaceuticals Inc,Bridgebio Pharma Llc,0.034063961
Svb Financial Group,3,Sunesis Pharmaceuticals Inc,Atara Biotherapeutics Inc,0.01003275
Svb Financial Group,3,Uil Holdings Corp,Superior Offshore International Inc,0.00028371
Svb Financial Group,3,Kindred Healthcare Inc,Odyssey Healthcare Inc,8.11E-05
Svb Financial Group,3,58Com Inc,Bitauto Holdings Ltd,0.028090453
Svb Financial Group,3,Thomson Reuters Corp,Steinhoff International Holdings Nv,0.002684337
Svb Financial Group,3,Baker Hughes A Ge Co,Icc Holdings Inc,0.02693067
Svb Financial Group,3,Bbx Capital Corp,Bluegreen Vacations Corp,0.059499695
Svb Financial Group,3,Kite Pharma Inc,Gilead Sciences Inc,8.867813047
Svb Financial Group,3,Fujitsu Ltd,Denso Corporation,0.025097464
Svb Financial Group,3,Shopify Inc,Etsy Inc,0.480805047
Svb Financial Group,3,Enbridge Inc,Bandwidth Inc,0.002469216
Svb Financial Group,3,Epam Systems Ltd,Alleghany Corp,0.001537025
Svb Financial Group,3,State Street Corp,Endurance International Group Holdings Inc,0.001234608
Svb Financial Group,3,Ligand Pharmaceuticals Inc,Journal Communications Inc,0.000453625
Svb Financial Group,3,Anthem Inc,Cigna Corp,6.827429794
Svb Financial Group,3,Lemonade Inc,Hannover Ruck Se,0.001167578
Svb Financial Group,3,Hon Hai Precision Industry Co Ltd,Qualcomm Inc/De,0.316642694
Svb Financial Group,3,Charter Communications Inc,America Movil Sab De Cv,0.007482474
Svb Financial Group,3,Ubs Group Ag,Adamis Pharmaceuticals Corp,0.037123981
Svb Financial Group,3,Thomson Reuters Corp,Centrais Electricas Brazil,0.038347677
Svb Financial Group,3,Neuronetics Inc,Brainsway Ltd,3.59E-05
Svb Financial Group,3,Contrafect Corp,Enzo Biochem Inc,0.008604845
Svb Financial Group,3,Bioxcel Therapeutics Inc,Nektar Therapeutics,0.279573273
Svb Financial Group,3,Mplx Lp,Antero Midstream Gp Lp,0.030149692
Svb Financial Group,3,Seagate Technology Plc,Tdk Corp,0.003117697
Svb Financial Group,3,Nasdaq Inc,Arca Biopharma Inc,0.007264235
Svb Financial Group,3,Infinity Pharmaceuticals Inc,Verastem Inc,0.125978355
Svb Financial Group,3,Humanigen Inc,Avax Technologies Inc,1.87E-05
Svb Financial Group,3,Godaddy Inc,Zurich Insurance Co Ltd,0.001161342
Svb Financial Group,3,Ra Pharmaceuticals Inc,Anixter International Inc,0.022681248
Svb Financial Group,3,Taubman Centers,Westfield Group,0.002001562
Svb Financial Group,3,Metlife Inc,Brighthouse Financial Inc,0.071621302
Svb Financial Group,3,Avalonbay Communities Inc,Edgewater Bancorp Inc,3.74E-05
Svb Financial Group,3,Nexstar Media Group Inc,Tribune Media Co,0.034626705
Svb Financial Group,3,Mvc Capital Inc,Equus Total Return Inc,7.79E-06
Svb Financial Group,3,Sprint Corp,Clearwire Corp /De,0.024664883
Svb Financial Group,3,Royal Bank Of Canada,Aurinia Pharm Ord,0.009989102
Svb Financial Group,3,Fairpoint Communications Inc,Sciquest Inc,8.57E-06
Svb Financial Group,3,Sanofi Sa,Denali Therapeutics Inc,0.026313365
Svb Financial Group,3,Nasdaq Inc,Mannatech Inc,0.00173344
Svb Financial Group,3,Ichor Holdings Ltd,Emco Limited,0.00027124
Svb Financial Group,3,Canadian Pacific Railway Ltd/Cn,Physicians Realty Trust,0.001571319
Svb Financial Group,3,Apellis Pharmaceuticals Inc,Advanced Micro Devices Inc,7.499215626
Svb Financial Group,3,Avon Products Inc,Smart Technologies Inc,0.001346845
Svb Financial Group,3,Coty Inc,Financial Federal Corp,0.037948612
Svb Financial Group,3,T-Mobile Us,Metro Inc,0.50297811
Svb Financial Group,3,Armstrong Flooring Inc,Physicians Realty Trust,0.021164488
Svb Financial Group,3,Avidity Biosciences Inc,Aeterna Zentaris Inc,3.74E-05
Svb Financial Group,3,Amazon Com Inc,Mongodb Inc,0.006445839
Svb Financial Group,3,Novelion Therapeutics Inc,Landcadia Holdings Inc,0.029490299
Svb Financial Group,3,News Corp,Smithfield Foods Inc,0.003471036
Svb Financial Group,3,Skandinaviska Enskil,Celldex Therapeutics,0.035990698
Svb Financial Group,3,Bridgebio Pharma Llc,Eidos Therapeutics Inc,0.000439595
Svb Financial Group,3,Enpro Industries Inc,Anchor Bancorp,0.009120824
Svb Financial Group,3,Healthcare Corp,White Energy Company Ltd,4.21E-05
Svb Financial Group,3,Codexis Inc,Dyadic International,0.004364776
Svb Financial Group,3,Tracon Pharmaceuticals Inc,Imab,0.012406877
Svb Financial Group,3,Intercept Pharmaceuticals Inc,Protalix Biotherapeutics,0.00142167
Svb Financial Group,3,Hon Hai Precision Industry Co Ltd,Apple Inc,9.383763896
Svb Financial Group,3,Kemper Corp,Infinity Property And Casualty Corp,0.001736557
Svb Financial Group,3,Jazz Pharmaceuticals Plc,Stoke Therapeutics Inc,0.00228839
Svb Financial Group,3,Biolife Solutions Inc,Adaptimmune Therapeutics Plc,0.002899459
Svb Financial Group,3,Verve Therapeutics Inc,Modernatx Inc,0.033056945
Svb Financial Group,3,Orbcomm Inc,Union Pacific Corp,0.586061626
Svb Financial Group,3,Northrop Grumman Corp,Eca Marcellus Trust I,0.012703058
Svb Financial Group,3,Momenta Pharmaceuticals Inc,Amphastar Pharmaceuticals Inc,0.00813719
Svb Financial Group,3,Anixter International Inc,Arc Group Inc,0.063095959
Svb Financial Group,3,Mcdermott Inc,Brookfield Dtla Fund Office Trust Investor Inc,9.35E-05
Svb Financial Group,3,Mplx Lp,Factset Research Systems Inc,0.706501392
Svb Financial Group,3,Seattle Genetics Inc,Cascadian Therapeutics Inc,0.012289963
Svb Financial Group,3,Tencent Holdings Ltd,Iqiyi Inc,0.026534722
Svb Financial Group,3,Trimas Corp,American Axle And Manufacturing Holdings Inc,0.028279074
Svb Financial Group,3,Canadian Pacific Railway Ltd/Cn,National Bank Of Canada,0.017321926
Svb Financial Group,3,Nasdaq Inc,Allakos Inc,0.004325805
Svb Financial Group,3,Fortress Biotech Inc,Checkpoint Therapeutics Inc,0.003373349
Svb Financial Group,3,Merck And Co Inc,Dicerna Pharmaceuticals Inc,0.004307099
Svb Financial Group,3,Ophthotech Corp,Nektar Therapeutics,0.425191562
Svb Financial Group,3,American Airlines Group Inc,United Continental Holdings,1.312407162
Svb Financial Group,3,Fiat Chrysler Automobiles Nv,Suzuki Motor Corp,0.000367888
Svb Financial Group,3,Genentech Inc,Celgene Corp,0.000639128
Svb Financial Group,3,Weyco Group Inc,Tailored Brands Inc,0.000626657
Svb Financial Group,3,Xcel Brands,Qvc Inc,0.089611974
Svb Financial Group,3,Equity Residential,Avalonbay Communities Inc,0.032997709
Svb Financial Group,3,Peoples Bancorp Inc,Nasb Financial Inc,0.000615745
Svb Financial Group,3,Ares Capital Corp,Allied Capital Corp,0.00371006
Svb Financial Group,3,China Mobile [Hong Kong] Ltd,China Telecom Corp Ltd,0.012003135
Svb Financial Group,3,Clovis Oncology Inc,Molecular Partners Ag,0.000977398
Svb Financial Group,3,Fibrogen Inc,3Sbio Inc,0.005611855
Svb Financial Group,3,Amarin Corp Plc,Catabasis Pharmaceuticals Inc,0.001558849
Svb Financial Group,3,Hancock Whitney Corporation,Visa Inc,5.151659685
Svb Financial Group,3,Ngm Biopharmaceuticals Inc,Ophthotech Corp,0.032361698
Svb Financial Group,3,General Electric Company,Aspen Technology,0.005100553
Svb Financial Group,3,Pgande Corp,Sed International Holdings Inc,0.322413552
Svb Financial Group,3,Novartis Ag,Hisamitsu Pharmaceutical Co Ltd,0.002272801
Svb Financial Group,3,Humana Inc,Cigna Corp,5.409313987
Svb Financial Group,3,Gemalto Nv,Aviva Plc,0.001465318
Svb Financial Group,3,Live Ventures Inc,C H Robinson Worldwide Inc,0.001530789
Svb Financial Group,3,Ambac Financial Group Inc,Countrywide Plc,0.012411553
Svb Financial Group,3,Home Depot Inc,Washington Federal Inc,0.000374124
Svb Financial Group,3,Equifax Inc,Marriott International Inc /Md/,0.171535707
Svb Financial Group,3,Nextera Energy Partners Lp,Fitbit Inc,0.01004678
Svb Financial Group,3,Arca Biopharma Inc,Astoria Financial Corp,0.01636947
Svb Financial Group,3,Trevi Therapeutics Inc,Cara Therapeutics,0.030818438
Svb Financial Group,3,Macquarie Infrastructure Corp,Aladdin International Inc,6.55E-05
Svb Financial Group,3,Thomson Reuters Corp,Zalando Se,0.002045209
Svb Financial Group,3,Amyris Inc,Givaudan Sa,0.000498832
Svb Financial Group,3,Charles And Colvard,Halcon Resources Corp,0.022341419
Svb Financial Group,3,Ritter Pharmaceuticals Inc,Wuxi Apptec Co Ltd,0.002113799
Svb Financial Group,3,Allergan Plc,Assembly Biosciences,0.000346064
Svb Financial Group,3,Pareteum Corp,Spindle Inc,0.000336711
Svb Financial Group,3,Arcellx Inc,Celyad Sa Ads,0.007482474
Svb Financial Group,3,Adaptimmune Therapeutics Plc,Alpine Immune Sciences Inc,0.023523026
Svb Financial Group,3,Hertz Global Holdings Inc,J Crew Group Inc,0.000422448
Svb Financial Group,3,Blue Apron Holdings Inc,Rci Hospitality Holdings Inc,0.327433044
Svb Financial Group,3,Five Prime Therapeutics Inc,Halozyme Therapeutics Inc,0.142569181
Svb Financial Group,3,Endocyte Inc,Nektar Therapeutics,0.339825891
Svb Financial Group,3,Soligenix Inc,Monopar Therapeutics,0.000130943
Svb Financial Group,3,Godaddy Inc,Twitter Inc,12.46728191
Svb Financial Group,3,Marathon Petroleum Corp,New York Times Co,0.280097046
Svb Financial Group,3,Pnm Resources Inc,Ra Pharmaceuticals Inc,0.033343773
Svb Financial Group,3,Widepoint Corp,Playags Inc,0.019282958
Svb Financial Group,3,Newlink Genetics Corp,Immunomedics Inc,0.063203519
Svb Financial Group,3,Ultralife Corp,Arista Power Inc,0.00039283
Svb Financial Group,3,Marathon Patent Group Inc,Sourcefire Inc,0.01046611
Svb Financial Group,3,Blueprint Medicines Corp,Turning Point Therapeutics Inc,0.000963368
Svb Financial Group,3,Cenveo Inc,Westmoreland Coal Company,0.000261887
Svb Financial Group,3,Sonic Corp,Sonic Automotive Inc,0.004681223
Svb Financial Group,3,Fulcrum Therapeutics Inc,Kiadis Pharma Nv,8.18E-05
Svb Financial Group,3,Interdigital Capital Inc,Lenovo Group Ltd,0.106227742
Svb Financial Group,3,Hp Inc,Eca Marcellus Trust I,0.006844904
Svb Financial Group,3,Alcoa Corp,Anheuser-Busch Inbev Sa,0.312673865
Svb Financial Group,3,Cleanspark Inc,Voyager Digital (Canada) Ltd,0.000130943
Svb Financial Group,3,Linkedin Corp,Dropbox Inc,0.035778695
Svb Financial Group,3,Ipsco Inc,Tenaris Sa,0.004823078
Svb Financial Group,3,Nasdaq Inc,Essa Pharma,0.010288401
Svb Financial Group,3,Newlink Genetics Corp,Vical Inc,0.040530065
Svb Financial Group,3,Pulmatrix Inc,Sonoma Pharmaceuticals Inc,0.139894197
Svb Financial Group,3,Era Group Inc,Prestige Consumer Healthcare Inc,0.000224474
Svb Financial Group,3,Crossamerica Partners Lp,Alimentation Couche-Tard Inc,0.000318005
Svb Financial Group,3,Siga Technologies Inc,Altimmune Inc,0.063585437
Svb Financial Group,3,Corning Inc /Ny,Pacific Office Properties Trust Inc,0.000939986
Svb Financial Group,3,Spark Therapeutics Inc,Novelion Therapeutics Inc,0.003705383
Svb Financial Group,3,Concert Pharmaceuticals Inc,Jazz Pharmaceuticals Plc,0.150416425
Svb Financial Group,3,Armstrong World Industries Inc,Owens Corning Inc,0.005633679
Svb Financial Group,3,Franklin Covey Co,Top Ships Inc,0.000523773
Svb Financial Group,3,Sempra Energy,Oao Gazprom,0.050600228
Svb Financial Group,3,Thomson Reuters Corp,The Swatch Group Ltd,0.008947791
Svb Financial Group,3,Otonomy Inc,Auris Medical,0.002494158
Svb Financial Group,3,Hcl Technologies Limited,Tata Consultancy Services Ltd,0.007719419
Svb Financial Group,3,Amazon Com Inc,Escalade Inc,0.029998484
Svb Financial Group,3,Occidental Petroleum Corp,Ypf Sociedad Anonima,0.028246338
Svb Financial Group,3,Neuralstem Inc,Reneuron Group Plc,0.007477797
Svb Financial Group,3,International Business Machines Corp,Seagate Technology Plc,0.154862262
Svb Financial Group,3,Intrepid Potash Inc,Turning Point Brands,0.002637572
Svb Financial Group,3,Abraxas Petroleum Corp,Gasco Energy Inc,1.25E-05
Svb Financial Group,3,Jounce Therapeutics Inc,Glaxosmithkline Plc,0.551289948
Svb Financial Group,3,Beigene Ltd,Novartis Ag,4.694204632
Svb Financial Group,3,Stmicroelectronics Nv,Arrow Electronics Inc,0.053639983
Svb Financial Group,3,Acelrx Pharmaceuticals Inc,Pdl Biopharma Inc,0.331107251
Svb Financial Group,3,Next Plc,Boohoocom Plc,0.013817635
Svb Financial Group,3,Moodys Corp /De/,Fly Leasing Ltd,0.008366341
Svb Financial Group,3,Biospecifics Technologies Corp,Auxilium Pharmaceuticals Inc,0.004929079
Svb Financial Group,3,Clear Channel Outdoor Holdings,Clear Media Ltd,0.002478569
Svb Financial Group,3,Amrep Corp,Worldgate Communications Inc,0.000102884
Svb Financial Group,3,Netgear Inc,Ruckus Wireless Inc,0.002102887
Svb Financial Group,3,Chemocentryx Inc,Platform Specialty Products Corp,0.104804513
Svb Financial Group,3,Universal Electronics Inc,Opentv Corp,5.30E-05
Svb Financial Group,3,Spectranetics Corp,Legg Mason Inc,0.136305727
Svb Financial Group,3,Delta Air Lines Inc,Mitsubishi Corp,0.039579168
Svb Financial Group,3,Therapeuticsmd Inc,China Hydroelectric Corp,0.000386594
Svb Financial Group,3,State Street Corp,Transenterix Inc,0.022812191
Svb Financial Group,3,Apple Inc,Gt Advanced Technologies Inc,0.002095093
Svb Financial Group,3,Meritage Homes Corp,Beazer Homes Usa Inc,0.001577555
Svb Financial Group,3,Mylan Nv,Medicis Pharmaceutical Corp,0.005335939
Svb Financial Group,3,Mercadolibre Inc,Pagnie Financiere Ri,0.000349182
Svb Financial Group,3,Contl Ag Bearer Shs,Umicore Sa,0.001646144
Svb Financial Group,3,Echostar Corp,Dish Network Corp,0.678655678
Svb Financial Group,3,Spansion Inc,Asustek Computer Inc,0.002955577
Svb Financial Group,3,Hms Holdings Corp,Guidewire Software Inc,0.000929074
Svb Financial Group,3,Aldeyra Therapeutics Inc,Cae Inc,0.000660952
Svb Financial Group,3,Aimmune Therapeutics Inc,Dbv Technologies Ads,0.002581453
Svb Financial Group,3,Soligenix Inc,Acadia Healthcare Company Inc,0.014478586
Svb Financial Group,3,Wirecard Ag,Bdo Unibank Inc,0.001066252
Svb Financial Group,3,Great Elm Capital Corp,Full Circle Capital Corp,0.000272799
Svb Financial Group,3,Allena Pharmaceuticals Inc,Hudbay Minerals Inc,0.000701482
Svb Financial Group,3,Allogene Therapeutics Inc,Pall Corp,0.020165266
Svb Financial Group,3,Hp Inc,John Hancock Preferred,0.045053844
Svb Financial Group,3,Contextlogic Inc,Alphabet Inc,2.241661793
Svb Financial Group,3,Ritter Pharmaceuticals Inc,Wuxi Pharmatech (Cayman) Inc,1.40E-05
Svb Financial Group,3,Wave Life Sciences Ltd,Ftd Companies,0.051678951
Svb Financial Group,3,American Electric Power Company,Hpl Technologies Inc,0.003566646
Svb Financial Group,3,Capstone Turbine Corp,Warner Media Llc,0.509556452
Svb Financial Group,3,Chesapeake Energy Corp,Rosehill Resources Inc,0.001053782
Svb Financial Group,3,Endo International Plc,American Shared Hospital Services,0.049449797
Svb Financial Group,3,Globus Medical Inc,K2M Group Holdings Inc,0.005162907
Svb Financial Group,3,Callidus Software Inc,Xactly Corp,2.81E-05
Svb Financial Group,3,Netflix Inc,Helios And Matheson Analytics Inc,0.000205768
Svb Financial Group,3,Galectin Therapeutics Inc,Vystar Corp,2.81E-05
Svb Financial Group,3,Clear Channel Outdoor Holdings,Iheartmedia Inc,0.000727982
Svb Financial Group,3,Nasdaq Inc,Cue Biopharma Inc,0.000701482
Svb Financial Group,3,Aquinox Pharmaceuticals Inc,Synthorx Inc,0.036667238
Svb Financial Group,3,Interdigital Capital Inc,Lg Electronics Inc,0.037537076
Svb Financial Group,3,Equifax Inc,Lifelock Inc,0.016012493
Svb Financial Group,3,Orbcomm Inc,Komatsu Ltd,0.011841014
Svb Financial Group,3,Group 1 Automotive Inc,Bmw Ag St,1.124732694
Svb Financial Group,3,Vir Biotechnology Inc,Sab Biotherapeutics Inc,1.25E-05
Svb Financial Group,3,Ugi Corp,Amerigas Partners Lp,0.015130185
Svb Financial Group,3,Syros Pharmaceuticals,Ube Industries Ltd,0.000386594
Svb Financial Group,3,Abbvie Inc,Imab,0.053331331
Svb Financial Group,3,Synnex Corp,Concentrix Cvg Corp,0.001209667
Svb Financial Group,3,Green Dot Corp,Ball Corp,0.058559709
Svb Financial Group,3,Springworks Therapeutics Inc,Precision Biosciences Inc,0.019356224
Svb Financial Group,3,Spirit Airlines Inc,Frontier Airlines Holdings Inc,0.002029621
Svb Financial Group,3,Sony Corp,Rizal Commercial Banking Corporation,0.00142167
Svb Financial Group,3,Citigroup Inc,China Evergrande Group,0.001415435
Svb Financial Group,3,Exterran Corp,Archrock Partners Lp,0.00442713
Svb Financial Group,3,American International Group Inc,Unity Biotechnology Inc,0.02632116
Svb Financial Group,3,Arbutus Biopharma Cp,Vaccitech Limited,0.000863602
Svb Financial Group,3,Delta Air Lines Inc,Frontier Airlines Inc /Co/,0.006335161
Svb Financial Group,3,Inseego Corp,Rbb Bancorp,7.48E-05
Svb Financial Group,3,Central European Media Enterprises Ltd,Mpower Holding Corp,0.001362434
Svb Financial Group,3,Thomson Reuters Corp,China Communications Construction Co Ltd,0.012271257
Svb Financial Group,3,Palo Alto Networks Inc,Fireeye Inc,0.419080875
Svb Financial Group,3,Mosys Inc,Dextera Surgical Inc,1.56E-05
Svb Financial Group,3,Autoliv Inc,Takata Corp,0.000482464
Svb Financial Group,3,Central European Media Enterprises Ltd,Ra Pharmaceuticals Inc,0.04985198
Svb Financial Group,3,Beigene Ltd,Warrior Met Coal Inc,0.136377434
Svb Financial Group,3,United Therapeutics Corp,Liquidia Technologies Inc,0.001256432
Svb Financial Group,3,Kkr Group Ltd,Sa Sa International Holdings Ltd,0.00479346
Svb Financial Group,3,Enernoc Inc,World Energy Solutions Inc,0.001003899
Svb Financial Group,3,Document Security Systems Inc,Pendrell Corp,4.99E-05
Svb Financial Group,3,Biospecifics Technologies Corp,Endo International Plc,0.494848714
Svb Financial Group,3,Vonage Holdings Corp,Amdocs Ltd,0.00571318
Svb Financial Group,3,Nordson Corp,Prosperity Bancshares Inc,0.017448193
Svb Financial Group,3,Foamix Pharmaceuticals Ltd,Biopharmx Corp,0.013243978
Svb Financial Group,3,Bank Of America Corp,Countrywide Financial Corp,0.543829298
Svb Financial Group,3,Apellis Pharmaceuticals Inc,Biotime Inc,0.015702283
Svb Financial Group,3,Citigroup Inc,Nymox Pharmaceutical Corp,0.003042873
Svb Financial Group,3,Kala Pharmaceuticals Inc,Eyegate Pharmaceuticals Inc,0.00078566
Svb Financial Group,3,Abbvie Inc,Cadila Healthcare Limited,0.018473916
Svb Financial Group,3,Spherix Inc,Fortinet Inc,0.065864474
Svb Financial Group,3,Zeltiq Aesthetics Inc,Natus Medical Inc,0.001566643
Svb Financial Group,3,Sequenom Inc,Natera Inc,0.000860484
Svb Financial Group,3,Cvb Financial Corp,Community Bank System,0.008162132
Svb Financial Group,3,Mobileiron Inc,Blackberry Ltd,0.458426215
Svb Financial Group,3,Bridge Bancorp Inc,58Com Inc,0.010155899
Svb Financial Group,3,Sierra Oncology Inc,Incyte Corp,0.358522722
Svb Financial Group,3,Tyson Foods Inc,Arlington Asset Investment Corp,0.456748894
Svb Financial Group,3,Nasdaq Inc,Longfin Corp,0.001016369
Svb Financial Group,3,Sm Energy Co,Endeavour International Corp,0.001080282
Svb Financial Group,3,Mastercard Inc,European Equity Fund,0.167217696
Svb Financial Group,3,Federal Home Loan Mortgage Corp,Mgic Investment Corp,0.12947797
Svb Financial Group,3,Knowles Corp,Audience Inc,0.003245523
Svb Financial Group,3,Angion Biomedica Corp,Vifor Pharma Ltd,0.040336768
Svb Financial Group,3,Deciphera Pharmaceuticals Inc,Tesaro Inc,0.038403796
Svb Financial Group,3,Sangamo Therapeutics Inc,Advantage Oil And Gas Ltd,0.025837917
Svb Financial Group,3,Exone Co,Voxeljet Ag,0.000370227
Svb Financial Group,3,Five Star Senior Living Inc,Sunrise Senior Living Inc,0.054715588
Svb Financial Group,3,Radian Group Inc,Nationstar Mortgage Holdings Inc,0.001413876
Svb Financial Group,3,Simon Property Group Inc /De/,Jc Penney,0.534172231
Svb Financial Group,3,1 800 Flowers Com Inc,Bed Bath And Beyond Inc,0.079897229
Svb Financial Group,3,Wesbanco Inc,Farmers Capital Bank Corp,0.000383477
Svb Financial Group,3,Ovid Therapeutics Inc,H Lundbeck A/S,0.020304004
Svb Financial Group,3,Apple Inc,Delta Electronics Inc,0.000448948
Svb Financial Group,3,Express Scripts Holding Co,Medco Health Solutions Inc,0.003998447
Svb Financial Group,3,Duke Energy Corp,Mgm Growth Properties Llc,0.089317352
Svb Financial Group,3,Appliance Recycling Centers Of America Inc /Mn,Gea Technologies Ltd,0.00039283
Svb Financial Group,3,Sabra Health Care Reit Inc,Care Capital Properties Inc,0.001441935
Svb Financial Group,3,General Dynamics Corp,Sra International Inc,0.000233827
Svb Financial Group,3,Simon Property Group Inc /De/,Ramco-Gershenson Properties Trust,0.001533907
Svb Financial Group,3,Enochian Biosciences Inc,Dollar General Corp,0.340237427
Svb Financial Group,3,Altaba Inc,Twitter Inc,4.660474265
Svb Financial Group,3,Anaptysbio Inc,Dermira Inc,0.069016466
Svb Financial Group,3,Entellus Medical Inc,Us Xpress Enterprises Inc,8.73E-05
Svb Financial Group,3,Yum China Holdings Inc,Hrg Group Inc,0.493219718
Svb Financial Group,3,Adaptive Biotechnologies Corp,10X Genomics Inc,0.00016212
Svb Financial Group,3,Lilly Eli And Co,Eagle Pharmaceuticals Inc,0.043772471
Svb Financial Group,3,Wandt Offshore Inc,Axa Sa,0.002918165
Svb Financial Group,3,Ingredion Inc,Sweegen Inc,0.000252533
Svb Financial Group,3,Atyr Pharma Inc,Enzo Biochem Inc,0.000448948
Svb Financial Group,3,Ra Pharmaceuticals Inc,Central European Media Enterprises Ltd,0.014060815
Svb Financial Group,3,Titan Pharmaceuticals Inc,Cara Therapeutics,0.023772442
Svb Financial Group,3,Occidental Petroleum Corp,Sanchez Energy Corp,0.000199533
Svb Financial Group,3,Kindred Healthcare Inc,Ventas Inc,1.126104481
Svb Financial Group,3,Oncosec Medical Inc,Alpha Holdings Inc,3.27E-05
Svb Financial Group,3,Tripadvisor Inc,Luther Burbank Corporation,0.001287609
Svb Financial Group,3,Actinium Pharmaceuticals Inc,Magenta Therapeutics Inc,0.017552636
Svb Financial Group,3,Bluebird Bio,Glycomimetics Inc,0.003689795
Svb Financial Group,3,Boeing Company,Lmi Aerospace Inc,0.000402183
Svb Financial Group,3,Corcept Therapeutics Inc,Icon Plc,0.005181613
Svb Financial Group,3,General Motors Limited,Peugeot Sa,0.049384326
Svb Financial Group,3,United States Steel Corp,Physicians Realty Trust,0.009499624
Svb Financial Group,3,Vantage Drilling International,Vantage Drilling Company,0.000798131
Svb Financial Group,3,Sunpower Corp,Au Optronics Corp,0.004318011
Svb Financial Group,3,Neophotonics Corp,Finisar Corp,0.008880761
Svb Financial Group,3,Computer Task Group Inc,Standard Diversified Opportunities Inc,0.007468444
Svb Financial Group,3,Public Service Enterprise Group Inc,Emcor Group,0.013576013
Svb Financial Group,3,Wayfair Inc,Jdcom Inc,0.299797775
