GRAPH,NODE DISTANCE,STARTING NODE,ENDING NODE,INTENSITY
Svb Financial Group,3,Dine Brands Global Inc,Cheesecake Factory Inc,0.013000798
Svb Financial Group,3,Lifepoint Health,Lifepoint Inc,0.00045986
Svb Financial Group,3,Sage Therapeutics Inc,Shionogi And Co Ltd,0.016779447
Svb Financial Group,3,Integra Lifesciences Corp,Templeton Emerging Markets,0.003890886
Svb Financial Group,3,Australia And New Zealand Bank,Crown Resorts Limited,0.00632269
Svb Financial Group,3,Arqule Inc,Daiichi Sankyo Co Ltd,0.157019708
Svb Financial Group,3,Diamond Eagle Acquisition Corp,Lehman Br Hld 624 N,0.041332872
Svb Financial Group,3,National General Holdings Corp,Willis Towers Watson Plc,4.130119655
Svb Financial Group,3,Madison Square Garden Co,Msg Networks Inc,0.000342947
Svb Financial Group,3,Fulcrum Therapeutics Inc,Inflarx Nv,0.006104451
Svb Financial Group,3,Altimmune Inc,Siga Technologies Inc,0.06448801
Svb Financial Group,3,Apollo Global Management Llc,Wsfs Financial Corp,0.024687486
Svb Financial Group,3,One Liberty Properties Inc,Cec Entertainment Inc,9.35E-06
Svb Financial Group,3,Hawaiian Electric Industries Inc,Jakks Pacific Inc,0.053378096
Svb Financial Group,3,Apple Inc,Larsen And Toubro Ltd,0.001047546
Svb Financial Group,3,Cumberland Pharmaceuticals Inc,Targanta Therapeutics Corp,1.25E-05
Svb Financial Group,3,Biomarin Pharmaceutical Inc,Sangamo Therapeutics Inc,0.115588629
Svb Financial Group,3,Heritage Global Inc,Heritage Financial Group Inc,0.004140302
Svb Financial Group,3,Rigel Pharmaceuticals Inc,Compellent Technologies Inc,0.007537033
Svb Financial Group,3,Conocophillips Co,Concho Resources Inc,0.008113807
Svb Financial Group,3,Westinghouse Air Brake Technologies Corp,Alleghany Corp,0.001957914
Svb Financial Group,3,Rayonier Inc,Pope Resource Uts,0.001134842
Svb Financial Group,3,Exelixis Inc,Genentech Inc,0.011360889
Svb Financial Group,3,Xpresspa Group Inc,Aol Inc,0.127621381
Svb Financial Group,3,Blueprint Medicines Corp,Stemline Therapeutics Inc,0.016448971
Svb Financial Group,3,22Nd Century Group Inc,Vector Ltd Ord,0.000224474
Svb Financial Group,3,Fuelcell Energy Inc,Exxon Mobil Corp,1.180678214
Svb Financial Group,3,Qep Resources,Qep Co Inc,0.007314897
Svb Financial Group,3,Crowdstrike Holdings Inc,Amazon Com Inc,1.529888374
Svb Financial Group,3,Albireo Pharma Inc,Brookfield Asset Management Inc,0.470968712
Svb Financial Group,3,Nasdaq Inc,36Kr Holdings Inc,0.001284491
Svb Financial Group,3,Mueller Industries Inc,Haynes International Inc,0.003816062
Svb Financial Group,3,Savara Inc,Parexel International Corp,0.000668746
Svb Financial Group,3,Synaptics Inc,Renesas Electronics Corp,0.01153548
Svb Financial Group,3,Bt Group Plc,Westpac Banking Corp,0.037630607
Svb Financial Group,3,One Liberty Properties Inc,Tuesday Morning Corp/De,0.001309433
Svb Financial Group,3,Celsion Corp,Warrior Met Coal Inc,0.139711812
Svb Financial Group,3,Simon Property Group Inc /De/,Cedar Realty Trust Inc,0.001508966
Svb Financial Group,3,Cooper Tire And Rubber Co,Corporate Capital Trust Inc,0.009144206
Svb Financial Group,3,Dynegy Inc,Peabody Energy Corp,0.000402183
Svb Financial Group,3,Prudential Financial Inc,Universal Display,0.050263516
Svb Financial Group,3,Nanoviricides Inc,Alcon Inc,0.000112237
Svb Financial Group,3,Chesapeake Energy Corp,Franklin Resources Inc,0.04301487
Svb Financial Group,3,Corenergy Infrastructure Trust Inc,Energy Xxi Gulf Coast Inc,3.90E-05
Svb Financial Group,3,Teradata Corp,Flex Ltd,0.016480148
Svb Financial Group,3,Ameren Corp,First Mortgage Bonds,0.024313363
Svb Financial Group,3,Regulus Therapeutics,Glaxosmithkline Plc,0.329247544
Svb Financial Group,3,Intuitive Surgical Inc,Navigators Group Inc,0.000611069
Svb Financial Group,3,Wayfair Inc,Stage Stores Inc,0.001689792
Svb Financial Group,3,State Bank Of India,Vedanta Ltd,0.010307107
Svb Financial Group,3,Agios Pharmaceuticals Inc,Mynd Analytics Inc,0.004016633
Svb Financial Group,3,Supportcom Inc,Match Group Inc,0.000355417
Svb Financial Group,3,Turning Point Brands,Standard Diversified Opportunities Inc,0.000144973
Svb Financial Group,3,Vertex Pharmaceuticals Inc / Ma,Eloxx Pharmaceuticals Inc,0.010110692
Svb Financial Group,3,Contravir Pharmaceuticals Inc,Virpax Pharmaceuticals Inc,1.87E-05
Svb Financial Group,3,Enanta Pharmaceuticals Inc,Gilead Sciences Inc,14.3945021
Svb Financial Group,3,Xylem Inc,Exelis Inc,0.004957139
Svb Financial Group,3,National Health Investors Inc,American Spectrum Realty Inc,0.000286828
Svb Financial Group,3,Arbutus Biopharma Cp,Daily Journal Cp,7.79E-05
Svb Financial Group,3,Gamestop Corp,Blockbuster Inc,0.000318005
Svb Financial Group,3,Natural Gas Services Group Inc,Legacy Reserves Inc,0.000199533
Svb Financial Group,3,Hc2 Holdings Inc,Universal Travel Group,0.000550274
Svb Financial Group,3,Ambac Financial Group Inc,Assured Guaranty Ltd,0.894255361
Svb Financial Group,3,Dominion Energy Inc,Cameco Corp,0.00592986
Svb Financial Group,3,Astrazeneca Plc,Starpharma Hldgs,0.000420889
Svb Financial Group,3,Medtronic Public Limited Company,Caribou Coffee Company Inc,0.000735777
Svb Financial Group,3,Cara Therapeutics,Kissei Pharmaceutical Co Ltd,0.001622761
Svb Financial Group,3,Quantum Corp,Overland Storage Inc,0.001060017
Svb Financial Group,3,Usa Technologies Inc,Deluxe Corp,0.071582331
Svb Financial Group,3,Danaher Corp,Quidel Cp,0.012243197
Svb Financial Group,3,Advanced Micro Devices Inc,Quarterhill Inc,0.004526897
Svb Financial Group,3,Corcept Therapeutics Inc,Strongbridge Biopharma Plc,0.001851912
Svb Financial Group,3,Xencor Inc,Igm Biosciences Inc,0.000274357
Svb Financial Group,3,Delmar Pharmaceuticals Inc,Platform Specialty Products Corp,0.242450851
Svb Financial Group,3,Mosys Inc,Intel Corp,4.820159605
Svb Financial Group,3,A10 Networks Inc,Brocade Communications Systems Inc,0.002477011
Svb Financial Group,3,Foresight Energy Lp,World Fuel Services Corp,0.003594705
Svb Financial Group,3,Avidity Biosciences Inc,Amicus Therapeutics Inc,0.038210498
Svb Financial Group,3,Mallinckrodt Plc,Airgas Inc,0.00019018
Svb Financial Group,3,Actinium Pharmaceuticals Inc,Forty Seven Inc,0.08139996
Svb Financial Group,3,Energy Fuels Inc,Great Panther Silver Ltd,0.001262667
Svb Financial Group,3,Oncomed Pharmaceuticals Inc,Mirenco Inc,0.000523773
Svb Financial Group,3,Visa Inc,Global Payments Inc,0.021379609
Svb Financial Group,3,Home Bancshares Inc,Bank Of America Corp,100
Svb Financial Group,3,Dominion Energy Inc,Scana Corp,0.008754494
Svb Financial Group,3,Mirum Pharmaceuticals Inc,Cymabay Therapeutics,0.006430251
Svb Financial Group,3,Ii-Vi Inc,Alleghany Corp,0.000760718
Svb Financial Group,3,Intercontinental Exchange,Mayville Engineering Company Inc,0.000159003
Svb Financial Group,3,Aquinox Pharmaceuticals Inc,Flagship Global Corp,2.34E-05
Svb Financial Group,3,Imax Corp,Cineworld Group Plc,0.021437287
Svb Financial Group,3,Lipocine Inc,Clarus Corp,0.001995326
Svb Financial Group,3,Enova International Inc,Central Pacific Financial Corp,0.000561186
Svb Financial Group,3,Bmo Financial Group,Sears Canada Inc,0.017945466
Svb Financial Group,3,Univar Usa Inc,China Botanic Pharmaceutical,0.026210481
Svb Financial Group,3,Steris Plc,Steris Corp,4.21E-05
Svb Financial Group,3,Axon Enterprise Inc,Digital Ally Inc,0.002188624
Svb Financial Group,1,Svb Financial Group,Airbnb,45
Svb Financial Group,1,Svb Financial Group,Slack,3
Svb Financial Group,1,Svb Financial Group,Docker,34
Svb Financial Group,1,Svb Financial Group,Evernote,88
Svb Financial Group,1,Svb Financial Group,Eventbrite,91
Svb Financial Group,1,Svb Financial Group,Houzz,68
Svb Financial Group,1,Svb Financial Group,Credit Karma,14
Svb Financial Group,1,Svb Financial Group,Blue Apron,76
Svb Financial Group,1,Svb Financial Group,Dropbox,19
Svb Financial Group,1,Svb Financial Group,Docusign,13
Svb Financial Group,1,Svb Financial Group,Nutanix,71
Svb Financial Group,1,Svb Financial Group,Surveymonkey,54
Svb Financial Group,1,Svb Financial Group,Udacity,44
Svb Financial Group,1,Svb Financial Group,Zuora,100
Svb Financial Group,1,Svb Financial Group,Sendgrid,55
Svb Financial Group,1,Svb Financial Group,Coursera,45
Svb Financial Group,1,Svb Financial Group,Invision,56
Svb Financial Group,1,Svb Financial Group,Asana,16
Svb Financial Group,1,Svb Financial Group,Sumo Logic,67
Svb Financial Group,1,Svb Financial Group,Pluralsight,31
Svb Financial Group,1,Svb Financial Group,Looker,2
Svb Financial Group,1,Svb Financial Group,Pagerduty,7
Svb Financial Group,1,Svb Financial Group,Qualtrics,88
Svb Financial Group,1,Svb Financial Group,Okta,28
Svb Financial Group,1,Svb Financial Group,Nerdwallet,42
Svb Financial Group,1,Svb Financial Group,Affirm,16
Svb Financial Group,1,Svb Financial Group,Gitlab,35
Svb Financial Group,1,Svb Financial Group,Patreon,98
Svb Financial Group,1,Svb Financial Group,Carta,55
Svb Financial Group,1,Svb Financial Group,Robin Powered,19
Svb Financial Group,1,Svb Financial Group,The Black Tux,17
Svb Financial Group,1,Svb Financial Group,Circleci,80
Svb Financial Group,1,Svb Financial Group,Hashicorp,56
Svb Financial Group,1,Svb Financial Group,Gitprime,78
Svb Financial Group,1,Svb Financial Group,Fastly,5
Svb Financial Group,1,Svb Financial Group,Bettercloud,34
Svb Financial Group,1,Svb Financial Group,Tanium,39
Svb Financial Group,1,Svb Financial Group,Grammarly,34
Svb Financial Group,1,Svb Financial Group,Postmates,84
Svb Financial Group,1,Svb Financial Group,Hashicorp,79
Svb Financial Group,1,Svb Financial Group,Twilio,81
Svb Financial Group,1,Svb Financial Group,Onebeacon Insurance Group Ltd,7
Svb Financial Group,1,Svb Financial Group,Moodys Corp /De/,8
Svb Financial Group,1,Svb Financial Group,Nasdaq Inc,96
Svb Financial Group,1,Svb Financial Group,Jp Morgan Chase And Co,3
Svb Financial Group,1,Svb Financial Group,Intercontinental Exchange,22
Svb Financial Group,1,Svb Financial Group,Cohen And Co Inc,47
Svb Financial Group,1,Svb Financial Group,Twitter Inc,3
Svb Financial Group,1,Svb Financial Group,Svb Financial Group,61
Svb Financial Group,1,Svb Financial Group,Microsoft Corp,59
Svb Financial Group,1,Svb Financial Group,Gilead Sciences Inc,75
Svb Financial Group,1,Svb Financial Group,Apollo Global Management Llc,84
Svb Financial Group,1,Svb Financial Group,Aehr Test Systems,3
Svb Financial Group,1,Svb Financial Group,Geron Co Ltd,89
Svb Financial Group,1,Svb Financial Group,Bank Of America Corp,46
Svb Financial Group,1,Svb Financial Group,Ophthotech Corp,66
Svb Financial Group,1,Svb Financial Group,Psivida Corp,7
Svb Financial Group,1,Svb Financial Group,Amarin Corp Plc,71
Svb Financial Group,1,Svb Financial Group,Nuvasive Inc,49
Svb Financial Group,1,Svb Financial Group,Roku Inc,87
Svb Financial Group,1,Svb Financial Group,Aveo Pharmaceuticals Inc,67
Svb Financial Group,1,Svb Financial Group,Vital Therapies Inc,58
Svb Financial Group,1,Svb Financial Group,Nii Holdings Inc,8
Svb Financial Group,1,Svb Financial Group,Royal Bank Of Canada,56
Svb Financial Group,1,Svb Financial Group,Goldman Sachs Group Inc,34
Svb Financial Group,1,Svb Financial Group,Regeneron Pharmaceuticals Inc,52
Svb Financial Group,1,Svb Financial Group,Medtronic Public Limited Company,96
Svb Financial Group,1,Svb Financial Group,Morgan Stanley International Holdings Inc,53
Svb Financial Group,1,Svb Financial Group,Reata Pharmaceuticals Inc,77
Svb Financial Group,1,Svb Financial Group,Fair Isaac Corp,75
Svb Financial Group,1,Svb Financial Group,Wells Fargo And Company,2
Svb Financial Group,1,Svb Financial Group,Brainstorm Cell Therapeutics Inc,74
Svb Financial Group,1,Svb Financial Group,Visa Inc,55
Svb Financial Group,1,Svb Financial Group,Waters Corp,17
Svb Financial Group,1,Svb Financial Group,Codexis Inc,88
Svb Financial Group,1,Svb Financial Group,Amgen Inc,20
Svb Financial Group,1,Svb Financial Group,Medical Transcription Billing Corp,9
Svb Financial Group,1,Svb Financial Group,Flexion Therapeutics Inc,9
Svb Financial Group,1,Svb Financial Group,Nuance Communications Inc,48
Svb Financial Group,1,Svb Financial Group,Dare Bioscience Inc,46
Svb Financial Group,1,Svb Financial Group,Us Bancorp,32
Svb Financial Group,1,Svb Financial Group,Hertz Global Holdings Inc,72
Svb Financial Group,1,Svb Financial Group,Trevi Therapeutics Inc,44
Svb Financial Group,1,Svb Financial Group,Ziopharm Oncology Inc,53
Svb Financial Group,1,Svb Financial Group,Biolife Solutions Inc,52
Svb Financial Group,1,Svb Financial Group,Goodyear Tire And Rubber Co /Oh/,17
Svb Financial Group,1,Svb Financial Group,Crispr Therapeutics Inc,77
Svb Financial Group,1,Svb Financial Group,Gritstone Oncology Inc,36
Svb Financial Group,1,Svb Financial Group,Aon Plc,86
Svb Financial Group,1,Svb Financial Group,Mednax Inc,95
Svb Financial Group,1,Svb Financial Group,Aspen Aerogels Inc,39
Svb Financial Group,1,Svb Financial Group,Nustar Energy Lp,54
Svb Financial Group,1,Svb Financial Group,Coca-Cola Company,48
Svb Financial Group,1,Svb Financial Group,Pacific Biosciences Of California Inc,14
Svb Financial Group,1,Svb Financial Group,Lloyds Banking Group Plc,39
Svb Financial Group,1,Svb Financial Group,Iterum Therapeutics Plc,79
Svb Financial Group,1,Svb Financial Group,Celsion Corp,77
Svb Financial Group,1,Svb Financial Group,Neogenomics Inc,76
Svb Financial Group,1,Svb Financial Group,Zoom Video Communications Inc,29
Svb Financial Group,1,Svb Financial Group,Paramount Group Inc,76
Svb Financial Group,1,Svb Financial Group,Blucora Inc,100
Svb Financial Group,2,Airbnb, Expedia,50
Svb Financial Group,2,Airbnb, Booking.com,39
Svb Financial Group,2,Airbnb, TripAdvisor,27
Svb Financial Group,2,Airbnb, Vrbo,82
Svb Financial Group,2,Airbnb, Sonder,11
Svb Financial Group,2,Slack, Dropbox,12
Svb Financial Group,2,Slack, Asana,88
Svb Financial Group,2,Slack, Zoom,11
Svb Financial Group,2,Slack, Salesforce,34
Svb Financial Group,2,Slack, Google,86
Svb Financial Group,2,Docker, Microsoft,2
Svb Financial Group,2,Docker, IBM,88
Svb Financial Group,2,Docker, AWS,22
Svb Financial Group,2,Docker, Google Cloud,15
Svb Financial Group,2,Docker, Red Hat,3
Svb Financial Group,2,Evernote, Google,16
Svb Financial Group,2,Evernote, Microsoft,94
Svb Financial Group,2,Evernote, Apple,54
Svb Financial Group,2,Evernote, Dropbox,7
Svb Financial Group,2,Evernote, Salesforce,56
Svb Financial Group,2,Eventbrite, Ticketmaster,78
Svb Financial Group,2,Eventbrite, StubHub,60
Svb Financial Group,2,Eventbrite, Live Nation,5
Svb Financial Group,2,Eventbrite, Bandsintown,49
Svb Financial Group,2,Eventbrite, Songkick,69
Svb Financial Group,2,Houzz, Sherwin-Williams,74
Svb Financial Group,2,Houzz, Wayfair,36
Svb Financial Group,2,Houzz, Benjamin Moore,94
Svb Financial Group,2,Houzz, Lowe's,55
Svb Financial Group,2,Houzz, Home Depot,50
Svb Financial Group,2,Credit Karma, TurboTax,61
Svb Financial Group,2,Credit Karma, NerdWallet,63
Svb Financial Group,2,Credit Karma, Mint,94
Svb Financial Group,2,Credit Karma, Experian,87
Svb Financial Group,2,Credit Karma, Equifax,69
Svb Financial Group,2,Blue Apron, Amazon,18
Svb Financial Group,2,Blue Apron, Walmart,98
Svb Financial Group,2,Blue Apron, Instacart,93
Svb Financial Group,2,Blue Apron, DoorDash,7
Svb Financial Group,2,Blue Apron, Uber Eats,87
Svb Financial Group,2,Dropbox, Microsoft,55
Svb Financial Group,2,Dropbox, Slack,10
Svb Financial Group,2,Dropbox, Zoom,59
Svb Financial Group,2,Dropbox, Trello,68
Svb Financial Group,2,Dropbox, Asana,7
Svb Financial Group,2,DocuSign, Adobe Sign,82
Svb Financial Group,2,DocuSign, HelloSign,75
Svb Financial Group,2,DocuSign, SignNow,64
Svb Financial Group,2,DocuSign, PandaDoc,4
Svb Financial Group,2,DocuSign, SignEasy,77
Svb Financial Group,2,Nutanix, HPE,100
Svb Financial Group,2,Nutanix, Dell EMC,70
Svb Financial Group,2,Nutanix, Cisco,67
Svb Financial Group,2,Nutanix, VMware,89
Svb Financial Group,2,Nutanix, Lenovo,56
Svb Financial Group,2,SurveyMonkey, Qualtrics,89
Svb Financial Group,2,SurveyMonkey, Google Forms,58
Svb Financial Group,2,SurveyMonkey, Typeform,87
Svb Financial Group,2,SurveyMonkey, SurveyGizmo,49
Svb Financial Group,2,SurveyMonkey, SurveyLegend,27
Svb Financial Group,2,Udacity, Coursera,30
Svb Financial Group,2,Udacity, edX,17
Svb Financial Group,2,Udacity, Khan Academy,14
Svb Financial Group,2,Udacity, Codecademy,10
Svb Financial Group,2,Udacity, Pluralsight,12
Svb Financial Group,2,Zuora, Salesforce,89
Svb Financial Group,2,Zuora, Oracle,77
Svb Financial Group,2,Zuora, SAP,70
Svb Financial Group,2,Zuora, Microsoft,6
Svb Financial Group,2,Zuora, IBM,51
Svb Financial Group,2,SendGrid, Mailchimp,81
Svb Financial Group,2,SendGrid, Constant Contact,38
Svb Financial Group,2,SendGrid, AWeber,73
Svb Financial Group,2,SendGrid, GetResponse,48
Svb Financial Group,2,SendGrid, Campaign Monitor,6
Svb Financial Group,2,Coursera, Udemy,49
Svb Financial Group,2,Coursera, Skillshare,95
Svb Financial Group,2,Coursera, LinkedIn Learning,14
Svb Financial Group,2,Coursera, FutureLearn,4
Svb Financial Group,2,Coursera, edX,53
Svb Financial Group,2,InVision, Sketch,67
Svb Financial Group,2,InVision, Adobe XD,13
Svb Financial Group,2,InVision, Figma,41
Svb Financial Group,2,InVision, Zeplin,6
Svb Financial Group,2,InVision, Marvel,29
Svb Financial Group,2,Asana, Trello,64
Svb Financial Group,2,Asana, Monday.com,73
Svb Financial Group,2,Asana, Jira,62
Svb Financial Group,2,Asana, Wrike,16
Svb Financial Group,2,Asana, Smartsheet,91
Svb Financial Group,2,Sumo Logic, Splunk,72
Svb Financial Group,2,Sumo Logic, Datadog,67
Svb Financial Group,2,Sumo Logic, Elasti,58
Svb Financial Group,2,Sumo Logic, Graylog,87
Svb Financial Group,2,Pluralsight, Udemy,36
Svb Financial Group,2,Pluralsight, Treehouse,91
Svb Financial Group,2,Pluralsight, Codecademy,33
Svb Financial Group,2,Pluralsight, Skillshare,72
