GRAPH,NODE DISTANCE,STARTING NODE,ENDING NODE,INTENSITY
Svb Financial Group,3,Enanta Pharmaceuticals Inc,Gilead Sciences Inc,14.3945021
Svb Financial Group,3,Getty Images Inc,Pgande Corp,23.71273824
Svb Financial Group,3,Home Bancshares Inc,Bank Of America Corp,100
Svb Financial Group,2,Moodys Corp /De/,Allegiant Travel Co,0.000292128
Svb Financial Group,2,Nasdaq Inc,Landcadia Holdings Inc,0.000292128
Svb Financial Group,2,Nasdaq Inc,Agrofresh Solutions,0.000292128
Svb Financial Group,2,Jp Morgan Chase And Co,Galectin Therapeutics Inc,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Mobile Telesystems,0.000292128
Svb Financial Group,2,Nasdaq Inc,Biocon Limited,0.000292128
Svb Financial Group,2,Twitter Inc,Shake Shack Inc,0.000292128
Svb Financial Group,2,Nasdaq Inc,Aerpio Pharmaceuticals Inc,0.000292128
Svb Financial Group,2,Bank Of America Corp,Boohoocom Plc,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Eastman Chemical Company,0.000292128
Svb Financial Group,2,Nasdaq Inc,Fresenius Se And Co Kgaa,0.000292128
Svb Financial Group,2,Nasdaq Inc,Evelo Biosciences Inc,0.000292128
Svb Financial Group,2,Jp Morgan Chase And Co,Altaba Inc,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Zayo Group Holdings Inc,0.000292128
Svb Financial Group,2,Nasdaq Inc,Ehealth Inc,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Volkswagen Ag,0.000292128
Svb Financial Group,2,Nasdaq Inc,Cue Biopharma Inc,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Fti Consulting Inc,0.000292128
Svb Financial Group,2,Jp Morgan Chase And Co,Ucb Sa,0.000292128
Svb Financial Group,2,Roku Inc,Fox Corporation,0.000292128
Svb Financial Group,2,Moodys Corp /De/,Jc Penney,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Tal Education Group,0.000292128
Svb Financial Group,2,Nasdaq Inc,Marriott International Inc /Md/,0.000292128
Svb Financial Group,2,Moodys Corp /De/,Pitney Bowes Inc,0.000292128
Svb Financial Group,2,Nasdaq Inc,Windstream Holdings Inc,0.000292128
Svb Financial Group,2,Gci Liberty Inc,Spring Bank Pharmaceuticals Inc,0.000292128
Svb Financial Group,2,Twitter Inc,Wesfarmers Ltd,0.000292128
Svb Financial Group,2,Gci Liberty Inc,Jernigan Capital Inc,0.000292128
Svb Financial Group,2,Nasdaq Inc,Azurrx Biopharma Inc,0.000292128
Svb Financial Group,2,Goldman Sachs Group Inc,Publicis Groupe,0.000292128
Svb Financial Group,2,Nasdaq Inc,Futu Holdings Ltd,0.000292128
Svb Financial Group,2,Twitter Inc,Graham Corp,0.000292128
Svb Financial Group,2,Nasdaq Inc,Yintech Investment Holdings Ltd,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Vista Outdoor Inc,0.000292128
Svb Financial Group,2,Nasdaq Inc,Inmune Bio Inc,0.000292128
Svb Financial Group,2,Intercontinental Exchange,New York And Company,0.000292128
Svb Financial Group,2,Nasdaq Inc,Carrols Restaurant Group Inc,0.000292128
Svb Financial Group,2,Nasdaq Inc,Mannatech Inc,0.000292128
Svb Financial Group,2,Nasdaq Inc,Aldeyra Therapeutics Inc,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Pfenex Inc,0.000292128
Svb Financial Group,2,Microsoft Corp,Marvell Technology Inc,0.000292128
Svb Financial Group,2,Nasdaq Inc,Intra-Cellular Therapies Inc,0.000292128
Svb Financial Group,2,Nasdaq Inc,Nektar Therapeutics,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Goldman Sachs Bdc Inc,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Rexahn Pharmaceuticals,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Bridge Bancorp Inc,0.000292128
Svb Financial Group,2,Wells Fargo And Company,Community Bank System,0.000292128
Svb Financial Group,2,Moodys Corp /De/,Gnc Holdings Inc,0.000292128
Svb Financial Group,2,Moodys Corp /De/,Fly Leasing Ltd,0.000292128
Svb Financial Group,2,Goldman Sachs Group Inc,Semiconductor Manufacturing International,0.000292128
Svb Financial Group,2,Jp Morgan Chase And Co,Cel Sci Corp,0.000292128
Svb Financial Group,2,Visa Inc,Global Payments Inc,0.000292128
Svb Financial Group,2,Nasdaq Inc,Allakos Inc,0.000292128
Svb Financial Group,2,Medtronic Public Limited Company,Caribou Coffee Company Inc,0.000292128
Svb Financial Group,2,Waters Corp,Intertek Group Plc,0.000292128
Svb Financial Group,2,Moodys Corp /De/,Nissan Motor Co Ltd,0.000292128
Svb Financial Group,2,Nasdaq Inc,Lifelock Inc,0.000292128
Svb Financial Group,2,Gilead Sciences Inc,Galmed Pharmaceuticals Ltd,0.000292128
Svb Financial Group,2,Nasdaq Inc,Springworks Therapeutics Inc,0.000292128
Svb Financial Group,2,Amgen Inc,Ritter Pharmaceuticals Inc,0.000292128
Svb Financial Group,2,Nasdaq Inc,Sinovac Biotech Ltd,0.000292128
Svb Financial Group,2,Moodys Corp /De/,Diamond Resorts International Inc,0.000292128
Svb Financial Group,2,Bank Of America Corp,Bbandt Corp,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Hamilton Beach Brands Holding Co,0.000292128
Svb Financial Group,2,Moodys Corp /De/,Oao Gazprom,0.000292128
Svb Financial Group,2,Moodys Corp /De/,Airbus,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Seadrill Ltd,0.000292128
Svb Financial Group,2,Nuance Communications Inc,Heritage Financial Corp /Wa/,0.000292128
Svb Financial Group,2,Twitter Inc,Nzx Ltd,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Ultra Petroleum Corp,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Celadon Group Inc,0.000292128
Svb Financial Group,2,Intercontinental Exchange,58Com Inc,0.000292128
Svb Financial Group,2,Hertz Global Holdings Inc,Libbey Inc,0.000292128
Svb Financial Group,2,Bank Of America Corp,Cf Industries Holdings,0.000292128
Svb Financial Group,2,Nasdaq Inc,Wd 40 Co,0.000292128
Svb Financial Group,2,Nasdaq Inc,Aura Biosciences Inc,0.000292128
Svb Financial Group,2,Nasdaq Inc,Atlantic Acquisition Corp,0.000292128
Svb Financial Group,2,Nasdaq Inc,Longfin Corp,0.000292128
Svb Financial Group,2,Royal Bank Of Canada,Cytosorbents Corp,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Bitauto Holdings Ltd,0.000292128
Svb Financial Group,2,Moodys Corp /De/,First Hawaiian Inc,0.000292128
Svb Financial Group,2,Gilead Sciences Inc,Hookipa Pharma Inc,0.000292128
Svb Financial Group,2,Microsoft Corp,Axon Enterprise Inc,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Lilis Energy Inc,0.000292128
Svb Financial Group,2,Goldman Sachs Group Inc,Viela Bio Inc,0.000292128
Svb Financial Group,2,Nasdaq Inc,Papa Johns International Inc,0.000292128
Svb Financial Group,2,Bank Of America Corp,Countrywide Financial Corp,0.000292128
Svb Financial Group,2,Moodys Corp /De/,Triumph Group Inc,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Plantronics Inc /Ca/,0.000292128
Svb Financial Group,2,Nasdaq Inc,Zurich Insurance Co Ltd,0.000292128
Svb Financial Group,2,Nasdaq Inc,Anaptysbio Inc,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Nacco Industries Inc,0.000292128
Svb Financial Group,2,Goldman Sachs Group Inc,Universal Display,0.000292128
Svb Financial Group,2,Nasdaq Inc,Pavmed Inc,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Golden Star Resources Ltd,0.000292128
Svb Financial Group,2,Moodys Corp /De/,Las Vegas Sands Corp,0.000292128
Svb Financial Group,2,Nasdaq Inc,Glycomimetics Inc,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Garrett Motion Inc,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Rockwell Collins Inc,0.000292128
Svb Financial Group,2,Twitter Inc,Clicks Group Ltd,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Build A Bear Workshop Inc,0.000292128
Svb Financial Group,2,Nasdaq Inc,Chinacache International Holdings Ltd,0.000292128
Svb Financial Group,2,Bank Of America Corp,Total System Services Inc,0.000292128
Svb Financial Group,2,Bank Of America Corp,Cymabay Therapeutics,0.000292128
Svb Financial Group,2,Microsoft Corp,Jb Hi-Fi,0.000292128
Svb Financial Group,2,Microsoft Corp,Ubisoft Entertainment Sa,0.000292128
Svb Financial Group,2,Nasdaq Inc,Camden National Corp,0.000292128
Svb Financial Group,2,Moodys Corp /De/,Diamond Resorts Corp,0.000292128
Svb Financial Group,2,Nasdaq Inc,Arca Biopharma Inc,0.000292128
Svb Financial Group,2,Goldman Sachs Group Inc,Rogers Corp,0.000292128
Svb Financial Group,2,Nasdaq Inc,Gossamer Bio Inc,0.000292128
Svb Financial Group,2,Bank Of America Corp,Blackberry Ltd,0.000292128
Svb Financial Group,2,Moodys Corp /De/,Korea Electric Power Corp,0.000292128
Svb Financial Group,2,Nasdaq Inc,Criteo Ltd,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Kirby Corp,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Canntrust Holdings Inc,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Novagold Resources Inc,0.000292128
Svb Financial Group,2,Moodys Corp /De/,Bank Of Hawaii Corp,0.000292128
Svb Financial Group,2,Nasdaq Inc,Universal Logistics Holdings Inc,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Cpi Aerostructures Inc,0.000292128
Svb Financial Group,2,Nasdaq Inc,Otelco Inc,0.000292128
Svb Financial Group,2,Twitter Inc,Godaddy Inc,0.000292128
Svb Financial Group,2,Hertz Global Holdings Inc,Ascena Retail Group Inc,0.000292128
Svb Financial Group,2,Moodys Corp /De/,Foresight Energy Lp,0.000292128
Svb Financial Group,2,Hertz Global Holdings Inc,Mcdermott Inc,0.000292128
Svb Financial Group,2,Jp Morgan Chase And Co,Biomerica Inc,0.000292128
Svb Financial Group,2,Lloyds Banking Group Plc,Easyjet Plc,0.000292128
Svb Financial Group,2,Goldman Sachs Group Inc,Doordash Inc,0.000292128
Svb Financial Group,2,Gci Liberty Inc,Sunworks Inc,0.000292128
Svb Financial Group,2,Microsoft Corp,Interdigital Capital Inc,0.000292128
Svb Financial Group,2,Bank Of America Corp,Athersys Inc / New,0.000292128
Svb Financial Group,2,Visa Inc,Centerpoint Energy Inc,0.000292128
Svb Financial Group,2,Nasdaq Inc,Axcella Health Inc,0.000292128
Svb Financial Group,2,Nasdaq Inc,Medidata Solutions Gmbh,0.000292128
Svb Financial Group,2,Visa Inc,Netspend Holdings Inc,0.000292128
Svb Financial Group,2,Amgen Inc,Corcept Therapeutics Inc,0.000292128
Svb Financial Group,2,Twitter Inc,Denso Corporation,0.000292128
Svb Financial Group,2,Hertz Global Holdings Inc,Intelsat Sa,0.000292128
Svb Financial Group,2,Hertz Global Holdings Inc,Frontier Communications Corp,0.000292128
Svb Financial Group,2,Twitter Inc,Transgene Sa,0.000292128
Svb Financial Group,2,Nasdaq Inc,Stoke Therapeutics Inc,0.000292128
Svb Financial Group,2,Zoom Video Communications Inc,Peloton Interactive Inc,0.000292128
Svb Financial Group,2,Gci Liberty Inc,Mvc Capital Inc,0.000292128
Svb Financial Group,2,Moodys Corp /De/,Jdcom Inc,0.000292128
Svb Financial Group,2,Intercontinental Exchange,African Barrick Gold Plc,0.000292128
Svb Financial Group,2,Intercontinental Exchange,Contura Energy Inc,0.000292128
Svb Financial Group,2,Moodys Corp /De/,Tailored Brands Inc,0.000292128
Svb Financial Group,2,Moodys Corp /De/,Firstenergy Corp,0.000292128
Svb Financial Group,2,Hertz Global Holdings Inc,J Crew Group Inc,0.000292128
Svb Financial Group,2,Nasdaq Inc,Telenav Inc,0.000292128
Svb Financial Group,2,Hertz Global Holdings Inc,Extraction Oil And Gas Inc,0.000292128
Svb Financial Group,2,Nasdaq Inc,Guardant Health Inc,0.000584255
Svb Financial Group,2,Nasdaq Inc,Entasis Therapeutics Holdings Inc,0.000876383
Svb Financial Group,2,Reata Pharmaceuticals Inc,Eliem Therapeutics Inc,0.001752766
Svb Financial Group,2,Geron Co Ltd,Energy Services Of America Corp,0.001752766
Svb Financial Group,2,Nuvasive Inc,Alphatec Holdings,0.002921277
Svb Financial Group,2,Mersana Therapeutics Inc,Aravive Inc,0.003505533
Svb Financial Group,2,Biolife Solutions Inc,Cellular Biomedicine Group Inc,0.004674044
Svb Financial Group,2,Trevi Therapeutics Inc,Vanda Pharmaceuticals Inc,0.004674044
Svb Financial Group,2,Iterum Therapeutics Plc,Nabriva Therapeutics Plc,0.004674044
Svb Financial Group,2,Fair Isaac Corp,Aci Worldwide Inc,0.004820108
Svb Financial Group,2,Reata Pharmaceuticals Inc,Lexicon Pharmaceuticals Inc,0.005258299
Svb Financial Group,2,Geron Co Ltd,Keros Therapeutics Inc,0.005404363
Svb Financial Group,2,Codexis Inc,Azurrx Biopharma Inc,0.005842555
Svb Financial Group,2,Ziopharm Oncology Inc,Northwest Biotherapeutics Inc,0.005842555
Svb Financial Group,2,Geron Co Ltd,Imago Biosciences Inc,0.006134683
Svb Financial Group,2,Gilead Sciences Inc,First American Financial Corp,0.00642681
Svb Financial Group,2,Amarin Corp Plc,Hikma Pharmaceuticals Plc,0.007011066
Svb Financial Group,2,Aveo Pharmaceuticals Inc,Aeterna Zentaris Inc,0.007011066
Svb Financial Group,2,Brainstorm Cell Therapeutics Inc,Neuralstem Inc,0.008179577
Svb Financial Group,2,Trevi Therapeutics Inc,Cara Therapeutics,0.008276953
Svb Financial Group,2,Geron Co Ltd,Lixte Biotechnology Holdings Inc,0.008763832
Svb Financial Group,2,Kura Oncology,Cooper Industries Plc,0.010906102
Svb Financial Group,2,Amarin Corp Plc,Catabasis Pharmaceuticals Inc,0.01168511
Svb Financial Group,2,Royal Bank Of Canada,New York Times Co,0.012561493
Svb Financial Group,2,Ophthotech Corp,Generation Bio Co,0.012853621
Svb Financial Group,2,Gilead Sciences Inc,Scholar Rock Holding Corp,0.012853621
Svb Financial Group,2,Psivida Corp,Clearside Biomedical Inc,0.014022132
Svb Financial Group,2,Medtronic Public Limited Company,China Botanic Pharmaceutical,0.015774898
Svb Financial Group,2,Neogenomics Inc,Health Discovery Corp,0.015920962
Svb Financial Group,2,Nuvasive Inc,K2M Group Holdings Inc,0.016067026
Svb Financial Group,2,Fair Isaac Corp,Pegasystems Inc,0.017527664
Svb Financial Group,2,Brainstorm Cell Therapeutics Inc,Molina Healthcare Inc,0.017527664
Svb Financial Group,2,Geron Co Ltd,Constellation Pharmaceuticals Inc,0.017819792
Svb Financial Group,2,Nasdaq Inc,Selecta Biosciences Inc,0.017819792
Svb Financial Group,2,Visa Inc,Cadence Bancorporation,0.019280431
Svb Financial Group,2,Codexis Inc,Dyadic International,0.020448942
Svb Financial Group,2,Regeneron Pharmaceuticals Inc,Minerals Technologies Inc,0.020448942
Svb Financial Group,2,Dare Bioscience Inc,Chemours Co,0.021033197
Svb Financial Group,2,Intercontinental Exchange,Intralinks Holdings Inc,0.021033197
Svb Financial Group,2,Amgen Inc,Focus Financial Partners Inc,0.021033197
Svb Financial Group,2,Brainstorm Cell Therapeutics Inc,Cytokinetics Inc,0.023662347
Svb Financial Group,2,Aveo Pharmaceuticals Inc,Penn National Gaming Inc,0.02453873
Svb Financial Group,2,Nasdaq Inc,Caladrius Biosciences Inc,0.024830858
Svb Financial Group,2,Pacific Biosciences Of California Inc,Enbridge Inc,0.025415114
Svb Financial Group,2,Mednax Inc,Guaranty Bancorp,0.025707241
Svb Financial Group,2,Gritstone Oncology Inc,Gea Group Aktiengesellschaft,0.026291497
Svb Financial Group,2,Gilead Sciences Inc,Forward Air Corp,0.027313944
Svb Financial Group,2,Paramount Group Inc,Acm Research Inc,0.028044263
Svb Financial Group,2,Roku Inc,Tesla Inc,0.029504902
Svb Financial Group,2,Gilead Sciences Inc,Leggett And Platt Inc,0.032134052
Svb Financial Group,2,Nuvasive Inc,Globus Medical Inc,0.036515968
Svb Financial Group,2,Nustar Energy Lp,Georgia Pacific Corp,0.037684479
Svb Financial Group,2,Flexion Therapeutics Inc,Commercial Metals Co,0.039437245
Svb Financial Group,2,Aehr Test Systems,Cypress Semiconductor Corp /De/,0.049077461
Svb Financial Group,2,Apollo Global Management Llc,Umb Financial Corp,0.052582993
Svb Financial Group,2,Nasdaq Inc,Quantum Corp,0.052875121
Svb Financial Group,2,Moodys Corp /De/,Washington Prime Group Inc,0.06339172
Svb Financial Group,2,Bank Of America Corp,Sony Corp,0.06602087
Svb Financial Group,2,Cohen And Co Inc,Century Communities Inc,0.074784702
Svb Financial Group,2,Ziopharm Oncology Inc,Ashland Global Holdings Inc,0.074784702
Svb Financial Group,2,Reata Pharmaceuticals Inc,Glenmark Pharmaceuticals Limited,0.077705979
Svb Financial Group,2,Svb Financial Group,Gci Liberty Inc,0.093480877
Svb Financial Group,2,Celsion Corp,Smartheat Inc,0.096402155
Svb Financial Group,2,Microsoft Corp,Alon Usa Energy Inc,0.100784071
Svb Financial Group,2,Apollo Global Management Llc,Wsfs Financial Corp,0.108087264
Svb Financial Group,2,Visa Inc,Gamestop Corp,0.112469181
Svb Financial Group,2,Codexis Inc,Tate And Lyle Plc,0.122693651
Svb Financial Group,2,Mednax Inc,R1 Rcm Inc,0.126199184
Svb Financial Group,2,Ophthotech Corp,Proqr Therapeutics,0.131603548
Svb Financial Group,2,Apollo Global Management Llc,Talos Energy Inc,0.131749611
Svb Financial Group,2,Geron Co Ltd,Westpac Banking Corp,0.140513444
Svb Financial Group,2,Regeneron Pharmaceuticals Inc,Pilgrims Pride Corp,0.155411959
Svb Financial Group,2,Vital Therapies Inc,Compass Diversified Holdings,0.160670258
Svb Financial Group,2,Nasdaq Inc,United Therapeutics Corp,0.188422393
Svb Financial Group,2,Psivida Corp,Alimera Sciences Inc,0.200691758
Svb Financial Group,2,Regeneron Pharmaceuticals Inc,Dna Brands Inc,0.206826441
Svb Financial Group,2,Medtronic Public Limited Company,Delta Air Lines Inc,0.210331974
Svb Financial Group,2,Pfizer Inc,Comerica Inc /New/,0.224354106
Svb Financial Group,2,Hertz Global Holdings Inc,United States Steel Corp,0.227859638
Svb Financial Group,2,Nasdaq Inc,News Corp,0.228151766
Svb Financial Group,2,Moodys Corp /De/,Ims Health Holdings Inc,0.327183071
Svb Financial Group,2,Apollo Global Management Llc,Caesars Entertainment Corp,0.33886818
Svb Financial Group,2,Microsoft Corp,Idt Corp,0.339160308
Svb Financial Group,2,Brainstorm Cell Therapeutics Inc,Catalent Inc,0.347047757
Svb Financial Group,2,Goldman Sachs Group Inc,Marcus Corp,0.411607988
Svb Financial Group,2,Medtronic Public Limited Company,Edwards Lifesciences Corp,0.444034167
Svb Financial Group,2,Dare Bioscience Inc,Bayer Ag Ord,0.455719277
Svb Financial Group,2,Intercontinental Exchange,Gap Inc,0.596232721
Svb Financial Group,2,Nasdaq Inc,Skandinaviska Enskil,0.841327896
Svb Financial Group,2,Fair Isaac Corp,International Business Machines Corp,1.059547319
Svb Financial Group,2,Blucora Inc,Altaba Inc,1.229857792
Svb Financial Group,2,Goodyear Tire And Rubber Co /Oh/,Stoneridge Inc,1.343203356
Svb Financial Group,2,Aon Plc,Hsbc Holdings Plc,1.409224226
Svb Financial Group,2,Coca-Cola Company,Monster Beverage Corp,1.500952336
Svb Financial Group,2,Nii Holdings Inc,Mdc Partners Inc,1.612545134
Svb Financial Group,2,Twitter Inc,Linkedin Corp,1.674184087
Svb Financial Group,2,Docker, Microsoft,2
Svb Financial Group,2,Crispr Therapeutics Inc,Vertex Pharmaceuticals Inc / Ma,2.337021933
Svb Financial Group,2,Us Bancorp,Uber Technologies Inc,2.521646666
Svb Financial Group,2,Docker, Red Hat,3
Svb Financial Group,2,DocuSign, PandaDoc,4
Svb Financial Group,2,Coursera, FutureLearn,4
Svb Financial Group,2,Goldman Sachs Group Inc,Uber Technologies Inc,4.188235432
Svb Financial Group,2,Aspen Aerogels Inc,Basf Se,4.802580072
Svb Financial Group,2,Eventbrite, Live Nation,5
Svb Financial Group,2,Zuora, Microsoft,6
Svb Financial Group,2,SendGrid, Campaign Monitor,6
Svb Financial Group,2,InVision, Zeplin,6
Svb Financial Group,2,Bank Of America Corp,China Eastern Airlines Corp Ltd,6.394092009
Svb Financial Group,2,Evernote, Dropbox,7
Svb Financial Group,2,Blue Apron, DoorDash,7
Svb Financial Group,2,Dropbox, Asana,7
Svb Financial Group,2,Microsoft Corp,Nokia Corp,7.40996623
Svb Financial Group,2,Dropbox, Slack,10
Svb Financial Group,2,Udacity, Codecademy,10
Svb Financial Group,2,Airbnb, Sonder,11
Svb Financial Group,2,Slack, Zoom,11
Svb Financial Group,2,Slack, Dropbox,12
Svb Financial Group,2,Udacity, Pluralsight,12
Svb Financial Group,2,InVision, Adobe XD,13
Svb Financial Group,2,Udacity, Khan Academy,14
Svb Financial Group,2,Coursera, LinkedIn Learning,14
Svb Financial Group,2,Bank Of America Corp,Ubs Group Ag,14.38699915
Svb Financial Group,2,Docker, Google Cloud,15
Svb Financial Group,2,Evernote, Google,16
Svb Financial Group,2,Asana, Wrike,16
Svb Financial Group,2,Udacity, edX,17
Svb Financial Group,2,Blue Apron, Amazon,18
Svb Financial Group,2,Morgan Stanley International Holdings Inc,Deutsche Bank,18.24425385
Svb Financial Group,2,Docker, AWS,22
Svb Financial Group,2,Airbnb, TripAdvisor,27
Svb Financial Group,2,SurveyMonkey, SurveyLegend,27
Svb Financial Group,2,InVision, Marvel,29
Svb Financial Group,2,Udacity, Coursera,30
Svb Financial Group,2,Pluralsight, Codecademy,33
Svb Financial Group,2,Slack, Salesforce,34
Svb Financial Group,2,Houzz, Wayfair,36
Svb Financial Group,2,Pluralsight, Udemy,36
Svb Financial Group,2,SendGrid, Constant Contact,38
Svb Financial Group,2,Airbnb, Booking.com,39
Svb Financial Group,2,InVision, Figma,41
Svb Financial Group,2,SendGrid, GetResponse,48
Svb Financial Group,2,Eventbrite, Bandsintown,49
Svb Financial Group,2,SurveyMonkey, SurveyGizmo,49
Svb Financial Group,2,Coursera, Udemy,49
Svb Financial Group,2,Airbnb, Expedia,50
Svb Financial Group,2,Houzz, Home Depot,50
Svb Financial Group,2,Zuora, IBM,51
Svb Financial Group,2,Coursera, edX,53
Svb Financial Group,2,Evernote, Apple,54
Svb Financial Group,2,Houzz, Lowe's,55
Svb Financial Group,2,Dropbox, Microsoft,55
Svb Financial Group,2,Evernote, Salesforce,56
Svb Financial Group,2,Nutanix, Lenovo,56
Svb Financial Group,2,SurveyMonkey, Google Forms,58
Svb Financial Group,2,Sumo Logic, Elasti,58
Svb Financial Group,2,Dropbox, Zoom,59
Svb Financial Group,2,Eventbrite, StubHub,60
Svb Financial Group,2,Credit Karma, TurboTax,61
Svb Financial Group,2,Asana, Jira,62
Svb Financial Group,2,Credit Karma, NerdWallet,63
Svb Financial Group,2,DocuSign, SignNow,64
Svb Financial Group,2,Asana, Trello,64
Svb Financial Group,2,Nutanix, Cisco,67
Svb Financial Group,2,InVision, Sketch,67
Svb Financial Group,2,Sumo Logic, Datadog,67
Svb Financial Group,2,Medical Transcription Billing Corp,Nasdaq Inc,67.92875589
Svb Financial Group,2,Dropbox, Trello,68
Svb Financial Group,2,Eventbrite, Songkick,69
Svb Financial Group,2,Credit Karma, Equifax,69
Svb Financial Group,2,Nutanix, Dell EMC,70
Svb Financial Group,2,Zuora, SAP,70
Svb Financial Group,2,Sumo Logic, Splunk,72
Svb Financial Group,2,Pluralsight, Skillshare,72
Svb Financial Group,2,SendGrid, AWeber,73
Svb Financial Group,2,Asana, Monday.com,73
Svb Financial Group,2,Houzz, Sherwin-Williams,74
Svb Financial Group,2,DocuSign, HelloSign,75
Svb Financial Group,2,DocuSign, SignEasy,77
Svb Financial Group,2,Zuora, Oracle,77
Svb Financial Group,2,Eventbrite, Ticketmaster,78
Svb Financial Group,2,SendGrid, Mailchimp,81
Svb Financial Group,2,Airbnb, Vrbo,82
Svb Financial Group,2,DocuSign, Adobe Sign,82
Svb Financial Group,2,Bank Of America Corp,Countrywide Plc,82.74109303
Svb Financial Group,2,Slack, Google,86
Svb Financial Group,2,Credit Karma, Experian,87
Svb Financial Group,2,Blue Apron, Uber Eats,87
